season,division,matchday,date,time,home_team,away_team,score
1966-1967,2,21,2/19/67,NULL,Rayo Vallecano,Indauchu,0:0
1966-1967,2,21,2/19/67,NULL,CA Osasuna,CD Tenerife,4:1
1966-1967,2,21,2/19/67,NULL,Racing,Real Gijón,0:2
1966-1967,2,21,2/19/67,NULL,Calvo Sotelo,Burgos CF,2:0
1966-1967,2,21,2/19/67,NULL,Celta de Vigo,Ferrol,3:1
1966-1967,2,22,2/26/67,NULL,Gimnástica,CD Logroñés,2:1
1966-1967,2,22,2/26/67,NULL,UP Langreo,Rayo Vallecano,2:1
1966-1967,2,22,2/26/67,NULL,Real Gijón,Celta de Vigo,1:0
1966-1967,2,22,2/26/67,NULL,CA Osasuna,Calvo Sotelo,1:1
1966-1967,2,22,2/26/67,NULL,Burgos CF,Racing,1:1
1966-1967,2,22,2/26/67,NULL,Ferrol,Real Valladolid,1:0
1966-1967,2,22,2/26/67,NULL,Indauchu,Real Oviedo,0:2
1966-1967,2,22,2/26/67,NULL,CD Tenerife,Real Sociedad,2:1
1966-1967,2,23,3/5/67,NULL,Real Sociedad,Gimnástica,5:0
1966-1967,2,23,3/5/67,NULL,Real Oviedo,UP Langreo,1:4
1966-1967,2,23,3/5/67,NULL,CD Logroñés,Indauchu,1:0
1966-1967,2,23,3/5/67,NULL,Rayo Vallecano,Ferrol,3:2
1966-1967,2,23,3/5/67,NULL,Racing,CA Osasuna,3:2
1966-1967,2,23,3/5/67,NULL,Real Valladolid,Real Gijón,1:1
1966-1967,2,23,3/5/67,NULL,Celta de Vigo,Burgos CF,1:1
1966-1967,2,23,3/5/67,NULL,CD Tenerife,Calvo Sotelo,3:3
1966-1967,2,24,3/12/67,NULL,Gimnástica,CD Tenerife,3:1
1966-1967,2,24,3/12/67,NULL,UP Langreo,CD Logroñés,1:0
1966-1967,2,24,3/12/67,NULL,Real Gijón,Rayo Vallecano,2:1
1966-1967,2,24,3/12/67,NULL,CA Osasuna,Celta de Vigo,2:0
1966-1967,2,24,3/12/67,NULL,Calvo Sotelo,Racing,3:1
1966-1967,2,24,3/12/67,NULL,Burgos CF,Real Valladolid,1:1
1966-1967,2,24,3/12/67,NULL,Ferrol,Real Oviedo,0:4
1966-1967,2,24,3/12/67,NULL,Indauchu,Real Sociedad,1:2
1966-1967,2,25,3/19/67,NULL,Real Sociedad,UP Langreo,1:0
1966-1967,2,25,3/19/67,NULL,Real Oviedo,Real Gijón,0:0
1966-1967,2,25,3/19/67,NULL,Gimnástica,Indauchu,2:1
1966-1967,2,25,3/19/67,NULL,Rayo Vallecano,Burgos CF,2:1
1966-1967,2,25,3/19/67,NULL,Real Valladolid,CA Osasuna,2:2
1966-1967,2,25,3/19/67,NULL,CD Tenerife,Racing,3:0
1966-1967,2,25,3/19/67,NULL,CD Logroñés,Ferrol,0:1
1966-1967,2,25,3/19/67,NULL,Celta de Vigo,Calvo Sotelo,2:1
1966-1967,2,26,3/26/67,NULL,Racing,Celta de Vigo,0:4
1966-1967,2,26,3/26/67,NULL,Calvo Sotelo,Real Valladolid,2:2
1966-1967,2,26,3/26/67,NULL,Burgos CF,Real Oviedo,1:0
1966-1967,2,26,3/26/67,NULL,Ferrol,Real Sociedad,0:1
1966-1967,2,26,3/26/67,NULL,UP Langreo,Gimnástica,0:1
1966-1967,2,26,3/26/67,NULL,Real Gijón,CD Logroñés,1:0
1966-1967,2,26,3/26/67,NULL,CA Osasuna,Rayo Vallecano,0:0
1966-1967,2,26,3/26/67,NULL,CD Tenerife,Indauchu,3:0
1966-1967,2,27,4/2/67,NULL,Celta de Vigo,CD Tenerife,4:1
1966-1967,2,27,4/2/67,NULL,CD Logroñés,Burgos CF,0:0
1966-1967,2,27,4/2/67,NULL,Indauchu,UP Langreo,2:1
1966-1967,2,27,4/2/67,NULL,Real Oviedo,CA Osasuna,1:1
1966-1967,2,27,4/2/67,NULL,Rayo Vallecano,Calvo Sotelo,1:0
1966-1967,2,27,4/2/67,NULL,Gimnástica,Ferrol,0:0
1966-1967,2,27,4/2/67,NULL,Real Valladolid,Racing,1:0
1966-1967,2,27,4/2/67,NULL,Real Sociedad,Real Gijón,1:0
1966-1967,2,28,4/9/67,NULL,Burgos CF,Real Sociedad,0:2
1966-1967,2,28,4/9/67,NULL,Calvo Sotelo,Real Oviedo,3:0
1966-1967,2,28,4/9/67,NULL,Celta de Vigo,Real Valladolid,1:1
1966-1967,2,28,4/9/67,NULL,Racing,Rayo Vallecano,1:0
1966-1967,2,28,4/9/67,NULL,CA Osasuna,CD Logroñés,4:1
1966-1967,2,28,4/9/67,NULL,Real Gijón,Gimnástica,0:0
1966-1967,2,28,4/9/67,NULL,UP Langreo,CD Tenerife,1:0
1966-1967,2,28,4/9/67,NULL,Ferrol,Indauchu,4:1
1966-1967,2,29,4/16/67,NULL,Rayo Vallecano,Celta de Vigo,0:0
1966-1967,2,29,4/16/67,NULL,Gimnástica,Burgos CF,1:0
1966-1967,2,29,4/16/67,NULL,UP Langreo,Ferrol,2:1
1966-1967,2,29,4/16/67,NULL,Real Oviedo,Racing,2:0
1966-1967,2,29,4/16/67,NULL,CD Logroñés,Calvo Sotelo,0:0
1966-1967,2,29,4/16/67,NULL,CD Tenerife,Real Valladolid,3:0
1966-1967,2,29,4/16/67,NULL,Indauchu,Real Gijón,0:3
1966-1967,2,29,4/16/67,NULL,Real Sociedad,CA Osasuna,1:0
1966-1967,2,30,4/23/67,NULL,Burgos CF,Indauchu,4:0
1966-1967,2,30,4/23/67,NULL,Real Gijón,UP Langreo,3:1
1966-1967,2,30,4/23/67,NULL,Celta de Vigo,Real Oviedo,0:2
1966-1967,2,30,4/23/67,NULL,Racing,CD Logroñés,0:0
1966-1967,2,30,4/23/67,NULL,Ferrol,CD Tenerife,4:1
1966-1967,2,30,4/23/67,NULL,Calvo Sotelo,Real Sociedad,2:2
1966-1967,2,30,4/23/67,NULL,CA Osasuna,Gimnástica,3:0
1966-1967,2,30,4/23/67,NULL,Real Valladolid,Rayo Vallecano,3:0
1967-1968,2,1,9/10/67,NULL,Lérida,Rayo Vallecano,1:1
1967-1968,2,1,9/10/67,NULL,Burgos CF,CF Badalona,3:1
1967-1968,2,1,9/10/67,NULL,Celta de Vigo,CA Osasuna,2:0
1967-1968,2,1,9/10/67,NULL,Gimnástica,Dep. La Coruña,1:1
1967-1968,2,1,9/10/67,NULL,UP Langreo,CE Europa,1:0
1967-1968,2,1,9/10/67,NULL,Ferrol,Badajoz 1905,3:0
1967-1968,2,1,9/10/67,NULL,Real Valladolid,Real Oviedo,1:1
1967-1968,2,1,9/10/67,NULL,Real Gijón,Racing,1:1
1967-1968,2,2,9/17/67,NULL,CE Europa,Celta de Vigo,2:1
1967-1968,2,2,9/17/67,NULL,Real Oviedo,Lérida,2:0
1967-1968,2,2,9/17/67,NULL,Badajoz 1905,Gimnástica,1:0
1967-1968,2,2,9/17/67,NULL,Dep. La Coruña,Real Valladolid,2:0
1967-1968,2,2,9/17/67,NULL,CF Badalona,UP Langreo,0:1
1967-1968,2,2,9/17/67,NULL,Racing,Ferrol,1:0
1967-1968,2,2,9/17/67,NULL,CA Osasuna,Real Gijón,1:1
1967-1968,2,2,9/17/67,NULL,Rayo Vallecano,Burgos CF,2:1
1967-1968,2,3,9/24/67,NULL,Lérida,Dep. La Coruña,0:2
1967-1968,2,3,9/24/67,NULL,Celta de Vigo,CF Badalona,1:0
1967-1968,2,3,9/24/67,NULL,UP Langreo,Rayo Vallecano,1:2
1967-1968,2,3,9/24/67,NULL,Real Valladolid,Gimnástica,2:1
1967-1968,2,3,9/24/67,NULL,Real Gijón,CE Europa,1:0
1967-1968,2,3,9/24/67,NULL,Ferrol,CA Osasuna,3:1
1967-1968,2,3,9/24/67,NULL,Burgos CF,Real Oviedo,2:3
1967-1968,2,3,9/24/67,NULL,Racing,Badajoz 1905,1:0
1967-1968,2,4,10/8/67,NULL,CE Europa,Ferrol,2:0
1967-1968,2,4,10/8/67,NULL,Gimnástica,Lérida,2:1
1967-1968,2,4,10/8/67,NULL,Dep. La Coruña,Burgos CF,1:1
1967-1968,2,4,10/8/67,NULL,Real Oviedo,UP Langreo,0:2
1967-1968,2,4,10/8/67,NULL,CF Badalona,Real Gijón,3:0
1967-1968,2,4,10/8/67,NULL,Rayo Vallecano,Celta de Vigo,1:2
1967-1968,2,4,10/8/67,NULL,Real Valladolid,Badajoz 1905,2:0
1967-1968,2,4,10/8/67,NULL,CA Osasuna,Racing,2:2
1967-1968,2,5,10/15/67,NULL,Lérida,Real Valladolid,3:1
1967-1968,2,5,10/15/67,NULL,Racing,CE Europa,6:1
1967-1968,2,5,10/15/67,NULL,Celta de Vigo,Real Oviedo,1:1
1967-1968,2,5,10/15/67,NULL,Real Gijón,Rayo Vallecano,3:0
1967-1968,2,5,10/15/67,NULL,Ferrol,CF Badalona,1:0
1967-1968,2,5,10/15/67,NULL,Badajoz 1905,CA Osasuna,0:1
1967-1968,2,5,10/15/67,NULL,Burgos CF,Gimnástica,2:0
1967-1968,2,5,10/15/67,NULL,UP Langreo,Dep. La Coruña,0:1
1967-1968,2,6,10/29/67,NULL,CE Europa,CA Osasuna,3:0
1967-1968,2,6,10/29/67,NULL,Badajoz 1905,Lérida,0:2
1967-1968,2,6,10/29/67,NULL,Real Oviedo,Real Gijón,1:1
1967-1968,2,6,10/29/67,NULL,Rayo Vallecano,Ferrol,1:0
1967-1968,2,6,10/29/67,NULL,CF Badalona,Racing,2:0
1967-1968,2,6,10/29/67,NULL,Gimnástica,UP Langreo,2:2
1967-1968,2,6,10/29/67,NULL,Real Valladolid,Burgos CF,2:0
1967-1968,2,6,10/29/67,NULL,Dep. La Coruña,Celta de Vigo,1:0
1967-1968,2,7,11/5/67,NULL,CE Europa,Badajoz 1905,4:0
1967-1968,2,7,11/5/67,NULL,Burgos CF,Lérida,3:1
1967-1968,2,7,11/5/67,NULL,Ferrol,Real Oviedo,3:1
1967-1968,2,7,11/5/67,NULL,Celta de Vigo,Gimnástica,5:0
1967-1968,2,7,11/5/67,NULL,CA Osasuna,CF Badalona,3:0
1967-1968,2,7,11/5/67,NULL,UP Langreo,Real Valladolid,2:2
1967-1968,2,7,11/5/67,NULL,Real Gijón,Dep. La Coruña,1:0
1967-1968,2,7,11/5/67,NULL,Racing,Rayo Vallecano,5:0
1967-1968,2,8,11/12/67,NULL,CF Badalona,CE Europa,1:1
1967-1968,2,8,11/12/67,NULL,Real Oviedo,Racing,2:0
1967-1968,2,8,11/12/67,NULL,Rayo Vallecano,CA Osasuna,5:1
1967-1968,2,8,11/12/67,NULL,Dep. La Coruña,Ferrol,1:3
1967-1968,2,8,11/12/67,NULL,Lérida,UP Langreo,2:1
1967-1968,2,8,11/12/67,NULL,Gimnástica,Real Gijón,1:2
1967-1968,2,8,11/12/67,NULL,Real Valladolid,Celta de Vigo,3:0
1967-1968,2,8,11/12/67,NULL,Burgos CF,Badajoz 1905,1:0
1967-1968,2,9,11/19/67,NULL,CE Europa,Rayo Vallecano,0:0
1967-1968,2,9,11/19/67,NULL,Celta de Vigo,Lérida,6:0
1967-1968,2,9,11/19/67,NULL,CA Osasuna,Real Oviedo,0:0
1967-1968,2,9,11/19/67,NULL,Ferrol,Gimnástica,2:2
1967-1968,2,9,11/19/67,NULL,Badajoz 1905,CF Badalona,1:0
1967-1968,2,9,11/19/67,NULL,UP Langreo,Burgos CF,0:0
1967-1968,2,9,11/19/67,NULL,Real Gijón,Real Valladolid,3:2
1967-1968,2,9,11/19/67,NULL,Racing,Dep. La Coruña,0:0
1967-1968,2,10,11/26/67,NULL,Lérida,Real Gijón,0:0
1967-1968,2,10,11/26/67,NULL,Rayo Vallecano,CF Badalona,1:0
1967-1968,2,10,11/26/67,NULL,UP Langreo,Badajoz 1905,2:0
1967-1968,2,10,11/26/67,NULL,Real Valladolid,Ferrol,0:0
1967-1968,2,10,11/26/67,NULL,Real Oviedo,CE Europa,5:0
1967-1968,2,10,11/26/67,NULL,Gimnástica,Racing,1:0
1967-1968,2,10,11/26/67,NULL,Dep. La Coruña,CA Osasuna,1:0
1967-1968,2,10,11/26/67,NULL,Burgos CF,Celta de Vigo,1:0
1967-1968,2,11,12/3/67,NULL,CE Europa,Dep. La Coruña,1:0
1967-1968,2,11,12/3/67,NULL,Ferrol,Lérida,1:0
1967-1968,2,11,12/3/67,NULL,Real Gijón,Burgos CF,1:1
1967-1968,2,11,12/3/67,NULL,Racing,Real Valladolid,0:1
1967-1968,2,11,12/3/67,NULL,CF Badalona,Real Oviedo,0:0
1967-1968,2,11,12/3/67,NULL,Celta de Vigo,UP Langreo,1:0
1967-1968,2,11,12/3/67,NULL,CA Osasuna,Gimnástica,1:0
1967-1968,2,11,12/3/67,NULL,Rayo Vallecano,Badajoz 1905,2:1
1967-1968,2,12,12/8/67,NULL,Real Oviedo,Rayo Vallecano,4:0
1967-1968,2,12,12/10/67,NULL,Lérida,Racing,0:1
1967-1968,2,12,12/10/67,NULL,Dep. La Coruña,CF Badalona,2:2
1967-1968,2,12,12/10/67,NULL,Real Valladolid,CA Osasuna,4:1
1967-1968,2,12,12/10/67,NULL,Gimnástica,CE Europa,2:1
1967-1968,2,12,12/10/67,NULL,Badajoz 1905,Celta de Vigo,0:0
1967-1968,2,12,12/10/67,NULL,UP Langreo,Real Gijón,2:1
1967-1968,2,12,12/10/67,NULL,Burgos CF,Ferrol,2:0
1967-1968,2,13,12/17/67,NULL,CE Europa,Real Valladolid,0:2
1967-1968,2,13,12/17/67,NULL,CA Osasuna,Lérida,5:0
1967-1968,2,13,12/17/67,NULL,Real Gijón,Celta de Vigo,2:1
1967-1968,2,13,12/17/67,NULL,Ferrol,UP Langreo,3:1
1967-1968,2,13,12/17/67,NULL,CF Badalona,Gimnástica,2:0
1967-1968,2,13,12/17/67,NULL,Racing,Burgos CF,2:0
1967-1968,2,13,12/17/67,NULL,Badajoz 1905,Real Oviedo,2:0
1967-1968,2,13,12/17/67,NULL,Rayo Vallecano,Dep. La Coruña,0:2
1967-1968,2,14,12/31/67,NULL,Lérida,CE Europa,2:0
1967-1968,2,14,12/31/67,NULL,Celta de Vigo,Ferrol,3:1
1967-1968,2,14,12/31/67,NULL,Dep. La Coruña,Real Oviedo,2:1
1967-1968,2,14,12/31/67,NULL,Gimnástica,Rayo Vallecano,2:0
1967-1968,2,14,12/31/67,NULL,Real Valladolid,CF Badalona,1:0
1967-1968,2,14,12/31/67,NULL,Burgos CF,CA Osasuna,3:1
1967-1968,2,14,12/31/67,NULL,Real Gijón,Badajoz 1905,8:2
1967-1968,2,14,12/31/67,NULL,UP Langreo,Racing,2:0
1967-1968,2,15,1/7/68,NULL,CE Europa,Burgos CF,0:0
1967-1968,2,15,1/7/68,NULL,Racing,Celta de Vigo,3:2
1967-1968,2,15,1/7/68,NULL,CA Osasuna,UP Langreo,0:1
1967-1968,2,15,1/7/68,NULL,Rayo Vallecano,Real Valladolid,2:2
1967-1968,2,15,1/7/68,NULL,CF Badalona,Lérida,3:0
1967-1968,2,15,1/7/68,NULL,Real Oviedo,Gimnástica,0:0
1967-1968,2,15,1/7/68,NULL,Ferrol,Real Gijón,2:0
1967-1968,2,15,1/7/68,NULL,Badajoz 1905,Dep. La Coruña,0:1
1967-1968,2,16,1/14/68,NULL,CE Europa,UP Langreo,2:1
1967-1968,2,16,1/14/68,NULL,Rayo Vallecano,Lérida,2:0
1967-1968,2,16,1/14/68,NULL,CA Osasuna,Celta de Vigo,0:1
1967-1968,2,16,1/14/68,NULL,Dep. La Coruña,Gimnástica,3:1
1967-1968,2,16,1/14/68,NULL,CF Badalona,Burgos CF,2:0
1967-1968,2,16,1/14/68,NULL,Badajoz 1905,Ferrol,2:1
1967-1968,2,16,1/14/68,NULL,Real Oviedo,Real Valladolid,0:2
1967-1968,2,16,1/14/68,NULL,Racing,Real Gijón,3:0
1967-1968,2,17,1/21/68,NULL,Lérida,Real Oviedo,1:1
1967-1968,2,17,1/21/68,NULL,UP Langreo,CF Badalona,1:4
1967-1968,2,17,1/21/68,NULL,Ferrol,Racing,2:1
1967-1968,2,17,1/21/68,NULL,Real Valladolid,Dep. La Coruña,1:1
1967-1968,2,17,1/21/68,NULL,Celta de Vigo,CE Europa,7:2
1967-1968,2,17,1/21/68,NULL,Gimnástica,Badajoz 1905,3:2
1967-1968,2,17,1/21/68,NULL,Real Gijón,CA Osasuna,3:0
1967-1968,2,17,1/21/68,NULL,Burgos CF,Rayo Vallecano,1:1
1967-1968,2,18,1/28/68,NULL,CE Europa,Real Gijón,1:2
1967-1968,2,18,1/28/68,NULL,Dep. La Coruña,Lérida,3:1
1967-1968,2,18,1/28/68,NULL,Real Oviedo,Burgos CF,4:0
1967-1968,2,18,1/28/68,NULL,Badajoz 1905,Racing,2:1
1967-1968,2,18,1/28/68,NULL,CF Badalona,Celta de Vigo,1:0
1967-1968,2,18,1/28/68,NULL,CA Osasuna,Ferrol,1:1
1967-1968,2,18,1/28/68,NULL,Rayo Vallecano,UP Langreo,3:1
1967-1968,2,18,1/28/68,NULL,Gimnástica,Real Valladolid,0:1
1967-1968,2,19,2/4/68,NULL,Lérida,Gimnástica,0:0
1967-1968,2,19,2/4/68,NULL,Real Gijón,CF Badalona,1:0
1967-1968,2,19,2/4/68,NULL,Badajoz 1905,Real Valladolid,2:1
1967-1968,2,19,2/4/68,NULL,UP Langreo,Real Oviedo,1:0
1967-1968,2,19,2/4/68,NULL,Ferrol,CE Europa,3:0
1967-1968,2,19,2/4/68,NULL,Burgos CF,Dep. La Coruña,1:4
1967-1968,2,19,2/4/68,NULL,Racing,CA Osasuna,3:2
1967-1968,2,19,2/4/68,NULL,Celta de Vigo,Rayo Vallecano,1:0
1967-1968,2,20,2/11/68,NULL,CE Europa,Racing,2:1
1967-1968,2,20,2/11/68,NULL,Real Valladolid,Lérida,4:0
1967-1968,2,20,2/11/68,NULL,Dep. La Coruña,UP Langreo,3:2
1967-1968,2,20,2/11/68,NULL,Rayo Vallecano,Real Gijón,1:1
1967-1968,2,20,2/11/68,NULL,CF Badalona,Ferrol,4:0
1967-1968,2,20,2/11/68,NULL,CA Osasuna,Badajoz 1905,3:0
1967-1968,2,20,2/11/68,NULL,Real Oviedo,Celta de Vigo,1:1
1967-1968,2,20,2/11/68,NULL,Gimnástica,Burgos CF,0:0
1967-1968,2,21,2/17/68,NULL,UP Langreo,Gimnástica,2:1
1967-1968,2,21,2/18/68,NULL,Lérida,Badajoz 1905,2:2
1967-1968,2,21,2/18/68,NULL,Racing,CF Badalona,1:1
1967-1968,2,21,2/18/68,NULL,Real Gijón,Real Oviedo,1:0
1967-1968,2,21,2/18/68,NULL,Ferrol,Rayo Vallecano,0:1
1967-1968,2,21,2/18/68,NULL,CA Osasuna,CE Europa,1:1
1967-1968,2,21,2/18/68,NULL,Burgos CF,Real Valladolid,2:2
1967-1968,2,21,2/18/68,NULL,Celta de Vigo,Dep. La Coruña,3:2
1967-1968,2,22,2/25/68,NULL,CF Badalona,CA Osasuna,4:0
1967-1968,2,22,2/25/68,NULL,Real Valladolid,UP Langreo,2:0
1967-1968,2,22,2/25/68,NULL,Real Oviedo,Ferrol,2:0
1967-1968,2,22,2/25/68,NULL,Dep. La Coruña,Real Gijón,3:1
1967-1968,2,22,2/25/68,NULL,Gimnástica,Celta de Vigo,3:2
1967-1968,2,22,2/25/68,NULL,Rayo Vallecano,Racing,3:1
1967-1968,2,22,2/25/68,NULL,Lérida,Burgos CF,1:1
1967-1968,2,22,2/25/68,NULL,Badajoz 1905,CE Europa,2:1
1967-1968,2,23,3/3/68,NULL,CE Europa,CF Badalona,0:2
1967-1968,2,23,3/3/68,NULL,Racing,Real Oviedo,3:1
1967-1968,2,23,3/3/68,NULL,CA Osasuna,Rayo Vallecano,1:1
1967-1968,2,23,3/3/68,NULL,Ferrol,Dep. La Coruña,1:1
1967-1968,2,23,3/3/68,NULL,UP Langreo,Lérida,1:0
1967-1968,2,23,3/3/68,NULL,Real Gijón,Gimnástica,3:1
1967-1968,2,23,3/3/68,NULL,Celta de Vigo,Real Valladolid,1:2
1967-1968,2,23,3/3/68,NULL,Badajoz 1905,Burgos CF,4:2
1967-1968,2,24,3/10/68,NULL,CF Badalona,Badajoz 1905,2:1
1967-1968,2,24,3/10/68,NULL,Rayo Vallecano,CE Europa,3:1
1967-1968,2,24,3/10/68,NULL,Real Oviedo,CA Osasuna,1:0
1967-1968,2,24,3/10/68,NULL,Gimnástica,Ferrol,0:1
1967-1968,2,24,3/10/68,NULL,Lérida,Celta de Vigo,1:1
1967-1968,2,24,3/10/68,NULL,Burgos CF,UP Langreo,2:0
1967-1968,2,24,3/10/68,NULL,Real Valladolid,Real Gijón,1:0
1967-1968,2,24,3/10/68,NULL,Dep. La Coruña,Racing,1:1
1967-1968,2,25,3/17/68,NULL,CE Europa,Real Oviedo,2:4
1967-1968,2,25,3/17/68,NULL,Real Gijón,Lérida,6:0
1967-1968,2,25,3/17/68,NULL,Badajoz 1905,UP Langreo,2:1
1967-1968,2,25,3/17/68,NULL,Ferrol,Real Valladolid,2:1
1967-1968,2,25,3/17/68,NULL,CF Badalona,Rayo Vallecano,5:2
1967-1968,2,25,3/17/68,NULL,Racing,Gimnástica,1:0
1967-1968,2,25,3/17/68,NULL,CA Osasuna,Dep. La Coruña,2:3
1967-1968,2,25,3/17/68,NULL,Celta de Vigo,Burgos CF,0:0
1967-1968,2,26,3/24/68,NULL,Lérida,Ferrol,2:0
1967-1968,2,26,3/24/68,NULL,Real Oviedo,CF Badalona,2:0
1967-1968,2,26,3/24/68,NULL,Burgos CF,Real Gijón,2:0
1967-1968,2,26,3/24/68,NULL,Real Valladolid,Racing,1:0
1967-1968,2,26,3/24/68,NULL,Dep. La Coruña,CE Europa,6:1
1967-1968,2,26,3/24/68,NULL,UP Langreo,Celta de Vigo,0:1
1967-1968,2,26,3/24/68,NULL,Gimnástica,CA Osasuna,0:0
1967-1968,2,26,3/24/68,NULL,Badajoz 1905,Rayo Vallecano,0:2
1967-1968,2,27,4/7/68,NULL,CE Europa,Gimnástica,3:0
1967-1968,2,27,4/7/68,NULL,Racing,Lérida,0:1
1967-1968,2,27,4/7/68,NULL,Ferrol,Burgos CF,3:0
1967-1968,2,27,4/7/68,NULL,Rayo Vallecano,Real Oviedo,3:1
1967-1968,2,27,4/7/68,NULL,CF Badalona,Dep. La Coruña,2:3
1967-1968,2,27,4/7/68,NULL,Celta de Vigo,Badajoz 1905,2:1
1967-1968,2,27,4/7/68,NULL,CA Osasuna,Real Valladolid,2:1
1967-1968,2,27,4/7/68,NULL,Real Gijón,UP Langreo,0:0
1967-1968,2,28,4/14/68,NULL,Lérida,CA Osasuna,2:1
1967-1968,2,28,4/14/68,NULL,Gimnástica,CF Badalona,2:1
1967-1968,2,28,4/14/68,NULL,Celta de Vigo,Real Gijón,4:2
1967-1968,2,28,4/14/68,NULL,UP Langreo,Ferrol,3:2
1967-1968,2,28,4/14/68,NULL,Real Valladolid,CE Europa,2:1
1967-1968,2,28,4/14/68,NULL,Burgos CF,Racing,1:0
1967-1968,2,28,4/14/68,NULL,Real Oviedo,Badajoz 1905,2:0
1967-1968,2,28,4/14/68,NULL,Dep. La Coruña,Rayo Vallecano,0:1
1967-1968,2,29,4/21/68,NULL,CE Europa,Lérida,0:1
1967-1968,2,29,4/21/68,NULL,Ferrol,Celta de Vigo,2:2
1967-1968,2,29,4/21/68,NULL,Real Oviedo,Dep. La Coruña,0:1
1967-1968,2,29,4/21/68,NULL,Rayo Vallecano,Gimnástica,4:0
1967-1968,2,29,4/21/68,NULL,CF Badalona,Real Valladolid,1:1
1967-1968,2,29,4/21/68,NULL,CA Osasuna,Burgos CF,0:2
1967-1968,2,29,4/21/68,NULL,Badajoz 1905,Real Gijón,3:0
1967-1968,2,29,4/21/68,NULL,Racing,UP Langreo,0:1
1967-1968,2,30,4/28/68,NULL,Lérida,CF Badalona,1:1
1967-1968,2,30,4/28/68,NULL,Celta de Vigo,Racing,6:1
1967-1968,2,30,4/28/68,NULL,Real Gijón,Ferrol,2:2
1967-1968,2,30,4/28/68,NULL,Real Valladolid,Rayo Vallecano,1:0
1967-1968,2,30,4/28/68,NULL,Burgos CF,CE Europa,0:0
1967-1968,2,30,4/28/68,NULL,Gimnástica,Real Oviedo,0:3
1967-1968,2,30,4/28/68,NULL,UP Langreo,CA Osasuna,0:1
1967-1968,2,30,4/28/68,NULL,Dep. La Coruña,Badajoz 1905,2:1
1970-1971,2,1,9/5/70,NULL,Cádiz CF,Villarreal,1:2
1970-1971,2,1,9/6/70,NULL,Dep. La Coruña,RCD Mallorca,2:1
1970-1971,2,1,9/6/70,NULL,Moscardó,Rayo Vallecano,0:3
1970-1971,2,1,9/6/70,NULL,Calvo Sotelo,Burgos CF,0:1
1970-1971,2,1,9/6/70,NULL,Onteniente ,Pontevedra,2:2
1970-1971,2,1,9/6/70,NULL,CD Logroñés,Real Betis,2:2
1970-1971,2,1,9/6/70,NULL,CD Castellón,Racing,2:1
1970-1971,2,1,9/6/70,NULL,UP Langreo,Córdoba CF,1:0
1970-1971,2,1,9/6/70,NULL,San Andrés,Real Oviedo,2:0
1970-1971,2,1,9/6/70,NULL,Hércules CF,Ferrol,2:0
1970-1971,2,2,9/12/70,NULL,Pontevedra,CD Logroñés,2:1
1970-1971,2,2,9/13/70,NULL,Burgos CF,San Andrés,3:1
1970-1971,2,2,9/13/70,NULL,RCD Mallorca,Moscardó,5:1
1970-1971,2,2,9/13/70,NULL,Córdoba CF,Onteniente ,3:1
1970-1971,2,2,9/13/70,NULL,Real Oviedo,Cádiz CF,1:2
1970-1971,2,2,9/13/70,NULL,Racing,UP Langreo,0:1
1970-1971,2,2,9/13/70,NULL,Real Betis,Calvo Sotelo,2:1
1970-1971,2,2,9/13/70,NULL,Villarreal,Dep. La Coruña,1:1
1970-1971,2,2,9/13/70,NULL,Rayo Vallecano,Hércules CF,1:0
1970-1971,2,2,9/13/70,NULL,Ferrol,CD Castellón,0:1
1970-1971,2,3,9/20/70,NULL,Cádiz CF,Burgos CF,3:1
1970-1971,2,3,9/20/70,NULL,Moscardó,Villarreal,1:0
1970-1971,2,3,9/20/70,NULL,UP Langreo,Ferrol,0:1
1970-1971,2,3,9/20/70,NULL,CD Logroñés,Calvo Sotelo,3:1
1970-1971,2,3,9/20/70,NULL,Onteniente ,Racing,0:1
1970-1971,2,3,9/20/70,NULL,Pontevedra,Córdoba CF,2:0
1970-1971,2,3,9/20/70,NULL,Hércules CF,RCD Mallorca,3:1
1970-1971,2,3,9/20/70,NULL,CD Castellón,Rayo Vallecano,2:0
1970-1971,2,3,9/20/70,NULL,Dep. La Coruña,Real Oviedo,1:0
1970-1971,2,3,9/20/70,NULL,San Andrés,Real Betis,0:0
1970-1971,2,4,9/27/70,NULL,Calvo Sotelo,San Andrés,3:0
1970-1971,2,4,9/27/70,NULL,Villarreal,Hércules CF,1:2
1970-1971,2,4,9/27/70,NULL,Racing,Pontevedra,2:0
1970-1971,2,4,9/27/70,NULL,Real Oviedo,Moscardó,2:0
1970-1971,2,4,9/27/70,NULL,RCD Mallorca,CD Castellón,1:2
1970-1971,2,4,9/27/70,NULL,Rayo Vallecano,UP Langreo,2:0
1970-1971,2,4,9/27/70,NULL,Real Betis,Cádiz CF,1:0
1970-1971,2,4,9/27/70,NULL,Burgos CF,Dep. La Coruña,3:1
1970-1971,2,4,9/27/70,NULL,Ferrol,Onteniente ,1:0
1970-1971,2,4,9/27/70,NULL,Córdoba CF,CD Logroñés,3:1
1970-1971,2,5,10/4/70,NULL,CD Logroñés,San Andrés,1:0
1970-1971,2,5,10/4/70,NULL,UP Langreo,RCD Mallorca,0:0
1970-1971,2,5,10/4/70,NULL,CD Castellón,Villarreal,1:1
